Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility
Bridgestone,205/55R16,Scrap,Camp,3.644993,-146.819020,29399,2023-01-05,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Used,Hadapsar,28.238789,-170.296027,97485,2022-11-07,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,225/50R17,Scrap,Camp,-33.6956975,-11.757292,53357,2023-06-16,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,235/45R17,Scrap,Shivane,-76.658116,61.113112,79342,2022-12-04,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,225/50R17,Scrap,Bavdhan,-79.9239305,-173.094216,42936,2022-12-16,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Scrap,Shivane,-19.906827,25.203147,84588,2023-03-06,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,225/50R17,Scrap,Magarpatta City,56.923653,-172.892884,09658,2023-08-03,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/50R17,Used,Kalyani Nagar,28.9890875,-144.282273,99749,2023-07-20,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,225/45R17,Used,Shivajinagar,23.7643885,-21.964841,99284,2022-10-02,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Continental,205/55R16,Used,Shivajinagar,41.5797055,169.992729,55867,2022-10-20,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,235/45R17,Used,Kothrud,79.928477,-53.925636,36863,2022-11-19,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/50R17,Used,Kalyani Nagar,1.008751,174.496228,62585,2023-03-16,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,215/60R16,Scrap,Hadapsar,-51.9739825,142.524948,81695,2023-03-20,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,225/45R17,Scrap,Magarpatta City,-78.487888,-108.716741,01480,2023-08-16,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Michelin,225/45R17,Scrap,Magarpatta City,-65.8703335,101.533939,70221,2023-01-31,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,205/55R16,Scrap,Shivane,-50.734938,-111.126927,73816,2023-08-15,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Pirelli,205/55R16,Used,Deccan,-60.8732465,-163.696373,10230,2023-03-02,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,225/45R17,Scrap,Aundh,-44.898638,-122.887755,42919,2023-08-15,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,225/50R17,Scrap,Magarpatta City,-3.2066765,-33.592204,63883,2022-10-13,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/45R17,Scrap,Shivane,54.2328275,120.026763,59076,2023-08-29,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,235/45R17,Scrap,Camp,39.7660605,53.109883,34477,2023-03-03,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,235/45R17,Used,Shivajinagar,0.4911685,105.601209,86588,2022-10-12,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/45R17,Scrap,Vishrantwadi,20.989368,112.916403,81215,2023-09-19,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Michelin,225/45R17,Scrap,Magarpatta City,75.599226,73.029136,08315,2022-10-26,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,235/45R17,Scrap,Kothrud,-72.004156,162.961323,41108,2022-09-28,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/45R17,Used,Hadapsar,18.4007785,-29.642466,87593,2023-07-12,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Scrap,Camp,-45.759461,134.148999,80280,2022-10-26,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,235/45R17,Used,Aundh,-56.430153,-58.398116,95850,2022-10-11,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Used,Magarpatta City,25.121326,159.866489,32048,2023-01-13,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,205/55R16,Used,Bavdhan,47.126948,-38.351750,42568,2022-10-08,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,205/55R16,Used,Kharadi,54.2150095,-125.535395,94024,2022-10-16,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Used,Aundh,83.9185755,-12.086724,53305,2023-02-11,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,235/45R17,Scrap,Shivane,51.091127,173.487379,79679,2023-07-20,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,215/60R16,Used,Kothrud,6.0966595,65.416677,96269,2023-05-09,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/45R17,Used,Camp,39.470148,96.268965,96919,2023-02-11,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,205/55R16,Used,Vishrantwadi,-27.920878,-135.766206,95123,2022-12-24,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Hadapsar,-35.9553055,-35.985980,32874,2022-12-24,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,205/55R16,Used,Camp,-88.908105,56.661802,14604,2022-11-09,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,235/45R17,Used,Bavdhan,-67.9478795,5.113125,45007,2022-10-11,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Michelin,205/55R16,Used,Vishrantwadi,-86.270950,-95.465524,67271,2023-02-24,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Goodyear,205/55R16,Used,Deccan,1.796202,-158.873567,10439,2023-04-18,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Pirelli,225/50R17,Scrap,Magarpatta City,84.225815,65.647191,29468,2023-01-19,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,225/45R17,Used,Hinjewadi,69.089907,115.736199,18379,2023-05-27,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,225/50R17,Used,Vishrantwadi,-57.749606,-17.021947,37116,2022-10-06,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Continental,205/55R16,Used,Magarpatta City,55.329173,88.333070,99727,2023-01-01,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Shivane,-41.961310,-118.889608,14160,2023-02-01,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Used,Magarpatta City,-33.603286,-16.768816,20446,2023-03-15,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,215/60R16,Used,Bavdhan,-35.668883,-162.587769,44037,2023-07-31,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Goodyear,205/55R16,Used,Camp,26.286243,45.571702,27493,2022-10-04,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,205/55R16,Used,Hinjewadi,-27.3841785,139.466207,24215,2022-12-07,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,225/45R17,Scrap,Shivajinagar,19.641240,-159.154086,18677,2023-09-05,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Used,Kalyani Nagar,-67.206085,134.613389,64037,2023-07-21,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,225/50R17,Scrap,Kharadi,-73.046391,124.752497,52752,2023-03-03,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,225/45R17,Scrap,Koregaon Park,-10.4193885,91.987835,98719,2023-01-09,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,225/45R17,Scrap,Kothrud,44.841656,144.659782,30250,2022-11-20,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,225/45R17,Used,Kothrud,-40.7186005,116.591210,23007,2022-11-11,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,225/45R17,Scrap,Vishrantwadi,46.8041955,-116.460189,87483,2023-02-06,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/50R17,Scrap,Vishrantwadi,-16.435950,62.068122,67905,2023-03-09,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Magarpatta City,-36.1497805,-149.953103,13992,2022-11-16,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,225/50R17,Scrap,Camp,-22.121082,-113.854890,45964,2023-04-16,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/50R17,Used,Hadapsar,80.7647695,178.103649,69566,2023-08-16,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,235/45R17,Scrap,Vishrantwadi,5.279398,-164.414037,17336,2023-08-07,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/45R17,Used,Hinjewadi,31.0020845,79.043289,32583,2023-02-04,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,225/50R17,Used,Vishrantwadi,-3.038845,127.597994,24991,2023-01-30,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,205/55R16,Used,Kharadi,-20.179088,37.912415,58472,2022-10-14,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/50R17,Used,Shivane,-12.1541075,-18.214535,51065,2023-02-25,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,235/45R17,Scrap,Aundh,-85.4907025,-66.881461,37481,2023-09-11,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Used,Camp,-80.171832,169.313355,01499,2023-05-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,205/55R16,Used,Hadapsar,21.8631305,82.645049,77613,2023-05-22,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,225/45R17,Scrap,Deccan,-18.908557,-26.981131,77221,2023-04-27,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,225/45R17,Scrap,Kharadi,38.1259015,61.940064,66180,2023-04-13,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,225/50R17,Scrap,Koregaon Park,-40.085644,51.415700,21263,2022-10-08,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/45R17,Used,Bavdhan,11.6551655,-35.532480,13173,2023-04-08,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Michelin,235/45R17,Used,Bavdhan,-68.828132,49.781688,23747,2023-09-19,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Michelin,225/50R17,Used,Kothrud,-84.1373135,-24.717017,29515,2023-06-08,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Used,Kharadi,7.4029155,-169.058076,10123,2022-12-11,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,205/55R16,Scrap,Koregaon Park,59.2086705,-96.896162,91189,2023-06-24,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,225/45R17,Scrap,Camp,-30.7854285,-24.086529,08275,2023-01-21,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,215/60R16,Used,Deccan,-30.190778,-115.209447,32205,2023-02-08,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Michelin,225/45R17,Used,Shivajinagar,44.6138825,127.336134,05249,2023-01-30,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,235/45R17,Scrap,Vishrantwadi,-36.188753,2.263968,65311,2023-01-13,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,235/45R17,Used,Aundh,52.764691,77.013585,83883,2022-11-25,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,225/45R17,Used,Shivajinagar,-59.8830215,135.446266,10933,2022-12-14,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Goodyear,235/45R17,Used,Magarpatta City,-74.5505465,9.230766,07536,2022-11-03,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,235/45R17,Used,Aundh,56.259966,-85.256230,36987,2023-07-10,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,215/60R16,Scrap,Vishrantwadi,19.3717695,114.868240,73232,2023-08-14,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Michelin,225/50R17,Scrap,Deccan,-54.213709,-12.828546,34053,2023-01-13,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Goodyear,235/45R17,Scrap,Bavdhan,54.8442035,143.225162,13730,2022-12-01,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Michelin,205/55R16,Used,Deccan,-23.2972675,117.464961,58540,2023-06-13,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Scrap,Bavdhan,0.7269465,174.835477,84388,2023-05-03,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Goodyear,225/50R17,Used,Bavdhan,-28.6407905,-115.958328,87605,2022-10-19,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,215/60R16,Used,Camp,-54.4300025,-105.328293,39548,2022-12-15,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/50R17,Scrap,Bavdhan,-76.9605245,42.858408,77714,2023-01-19,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,215/60R16,Used,Deccan,67.0324035,-20.885646,99305,2023-02-15,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Pirelli,225/45R17,Used,Kharadi,-1.2111375,-98.546185,18898,2023-02-17,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Continental,225/45R17,Used,Vishrantwadi,-21.5254265,118.220546,77670,2022-11-01,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,225/50R17,Used,Kalyani Nagar,5.6006485,-107.043599,28351,2022-12-30,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Aundh,-7.4810765,-133.031586,96111,2023-05-06,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,205/55R16,Scrap,Hadapsar,18.803963,-99.024321,23679,2023-04-21,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,225/50R17,Used,Kalyani Nagar,-26.7219975,5.592076,38064,2023-04-18,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,225/45R17,Scrap,Magarpatta City,51.1407895,102.270492,38584,2023-02-22,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Vishrantwadi,-27.5229245,-106.722856,06536,2023-02-07,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,225/45R17,Scrap,Kothrud,21.0449465,-127.907552,11702,2022-12-31,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Bridgestone,225/50R17,Scrap,Shivane,84.832158,139.057104,31873,2022-11-15,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,215/60R16,Used,Koregaon Park,17.7529985,139.840259,07690,2023-01-08,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Vishrantwadi,-26.666713,-113.201187,82004,2023-05-25,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Deccan,-45.8255335,161.923667,08581,2022-12-12,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,205/55R16,Scrap,Shivane,3.609495,-84.506272,47443,2023-08-15,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Used,Shivane,44.777282,-11.856957,57950,2023-05-22,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,235/45R17,Used,Magarpatta City,67.382838,-38.697337,59784,2022-10-07,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Used,Kothrud,-57.342407,170.067536,85251,2023-06-07,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Pirelli,215/60R16,Scrap,Magarpatta City,-46.739195,-138.437792,41390,2022-11-01,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,215/60R16,Used,Camp,72.6300735,1.750158,80899,2023-02-07,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,225/45R17,Scrap,Bavdhan,84.2515495,-60.267998,17131,2023-01-14,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,225/45R17,Scrap,Shivajinagar,55.429348,-48.352862,90706,2022-10-25,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,215/60R16,Used,Magarpatta City,-82.940656,-0.048709,20064,2023-05-28,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,215/60R16,Scrap,Shivane,-47.0652775,-17.772038,29402,2023-02-12,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,225/50R17,Used,Hinjewadi,-84.8997835,-134.233415,09722,2023-07-27,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,215/60R16,Scrap,Magarpatta City,56.298581,-94.538980,84965,2023-05-03,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Continental,215/60R16,Used,Deccan,-36.614275,-41.979544,25382,2022-10-14,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Michelin,225/45R17,Used,Shivane,32.7814025,-11.866062,44720,2022-11-04,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,205/55R16,Used,Shivane,85.135879,155.983300,54548,2023-03-02,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,215/60R16,Scrap,Aundh,84.899199,140.348274,25342,2023-02-17,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Used,Shivane,61.1781555,101.636951,45856,2023-04-19,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Continental,215/60R16,Used,Kalyani Nagar,-38.0669975,-65.688627,44455,2023-05-10,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,205/55R16,Scrap,Vishrantwadi,65.8353195,38.512917,57738,2022-10-09,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,215/60R16,Scrap,Shivajinagar,89.4505625,-150.964924,29383,2023-04-04,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Used,Koregaon Park,80.4605695,-98.175350,60094,2023-09-08,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Used,Hinjewadi,-30.1327295,-89.344181,21822,2023-06-08,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/45R17,Used,Vishrantwadi,81.372843,39.327081,67294,2023-07-14,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/45R17,Used,Shivajinagar,51.138101,25.814252,10491,2023-08-05,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,205/55R16,Scrap,Shivajinagar,-54.439191,99.567597,56590,2023-08-04,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,205/55R16,Used,Kalyani Nagar,-20.3672255,65.468517,26155,2022-10-24,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Michelin,225/45R17,Used,Kalyani Nagar,0.471884,-146.370581,43983,2023-09-03,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Michelin,215/60R16,Scrap,Shivajinagar,3.5050935,56.719000,37302,2023-03-29,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,225/45R17,Used,Hinjewadi,-12.101181,-84.547851,03531,2023-03-13,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,225/45R17,Scrap,Aundh,-73.4151445,49.013961,02623,2023-09-02,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,215/60R16,Scrap,Koregaon Park,-44.588328,19.803978,33595,2023-02-02,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,215/60R16,Scrap,Kothrud,-55.4721865,-97.757162,50776,2023-01-28,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,225/50R17,Scrap,Kharadi,14.358384,171.022162,56389,2023-08-11,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Scrap,Koregaon Park,-23.1769525,-97.852856,88742,2023-03-10,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,205/55R16,Scrap,Hinjewadi,-20.431157,25.362277,52212,2022-11-23,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Michelin,215/60R16,Scrap,Vishrantwadi,-71.584483,20.879685,50676,2022-11-25,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Scrap,Bavdhan,80.612686,-11.162341,28130,2023-07-25,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,205/55R16,Scrap,Kothrud,56.164288,95.250929,10325,2023-01-11,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Continental,215/60R16,Scrap,Shivane,59.9285475,61.353230,47783,2023-01-01,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,225/50R17,Used,Vishrantwadi,-23.936208,-92.893654,76516,2022-12-26,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,235/45R17,Used,Hinjewadi,-65.5673535,32.995190,41396,2023-04-05,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Hadapsar,79.9646675,164.770296,90394,2023-06-14,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Bavdhan,-27.724777,120.318387,40658,2023-08-31,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Used,Magarpatta City,-13.757166,-2.098406,04212,2023-03-20,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,225/45R17,Scrap,Deccan,89.535096,-149.944306,95842,2023-08-22,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,225/50R17,Scrap,Hinjewadi,-81.589369,49.577521,62430,2023-09-22,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,215/60R16,Used,Shivane,10.3243115,153.674338,26686,2023-04-11,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,235/45R17,Scrap,Kothrud,55.195917,-90.585328,68900,2023-04-18,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,225/50R17,Scrap,Kalyani Nagar,-26.402903,-28.244079,49773,2023-04-21,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/50R17,Scrap,Vishrantwadi,15.5414165,-133.197131,85828,2022-12-26,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,205/55R16,Used,Shivane,15.907562,47.917854,22476,2023-04-09,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Used,Hinjewadi,46.165466,35.089691,38462,2023-03-15,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,215/60R16,Used,Magarpatta City,27.363985,-164.930630,05484,2023-05-27,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Used,Hadapsar,-15.898758,-173.292775,39589,2023-06-17,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,225/45R17,Scrap,Magarpatta City,35.712978,-92.381268,95452,2023-06-17,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,235/45R17,Scrap,Kothrud,-23.0504745,-108.879173,76072,2023-07-07,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,205/55R16,Scrap,Bavdhan,-65.346045,97.086023,51810,2022-10-23,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Scrap,Kalyani Nagar,-64.9748665,-85.342904,41454,2023-08-02,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,215/60R16,Used,Vishrantwadi,-52.994374,-86.273604,85284,2023-06-03,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Used,Hadapsar,30.265213,-142.962967,31742,2023-01-24,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,235/45R17,Scrap,Hadapsar,35.443119,83.606109,50327,2023-02-12,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,235/45R17,Scrap,Camp,79.606939,74.683583,31050,2023-07-28,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,215/60R16,Used,Aundh,71.277041,-108.210461,09428,2023-03-26,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Continental,215/60R16,Used,Kothrud,46.2126195,134.292554,92373,2023-09-20,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,225/50R17,Used,Kothrud,-84.698377,103.959614,19937,2023-06-24,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,225/50R17,Scrap,Vishrantwadi,-42.6957835,131.573556,81640,2023-08-10,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Scrap,Kalyani Nagar,9.6480245,-25.149624,66614,2022-12-20,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,205/55R16,Scrap,Camp,-2.714569,59.619731,78965,2023-06-05,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
