Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
Pirelli,215/60R16,Scrap,Koregaon Park,18.536207,73.893974,46139,24-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,24000,4,DOTIJKL34562719
Pirelli,225/50R17,Used,Shivajinagar,20.11784,79.029121,23930,11/9/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,21500,5,DOTABCD12343523
Michelin,225/50R17,Used,Vishrantwadi,18.57856,73.87741,17177,19-03-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,83000,3,DOTMNOP78901520
Bridgestone,225/45R17,Used,Aundh,18.562622,73.808723,66304,6/11/2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/6,16500,5,DOTMNOP78901520
Bridgestone,235/45R17,Scrap,Shivajinagar,20.11784,79.029121,74344,16-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,65000,7,DOTEFGH90124822
Goodyear,205/55R16,Scrap,Kharadi,18.550985,73.934982,3260,24-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,83000,5,DOTABCD12343523
Continental,215/60R16,Used,Camp,18.512231,73.88601,56019,27-09-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,4000,2,DOTEFGH90124822
Pirelli,235/45R17,Used,Camp,18.512231,73.88601,30015,7/4/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,4000,7,DOTEFGH90124822
Pirelli,225/50R17,Scrap,Deccan,17,77,65950,5/6/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,4000,1,DOTMNOP78901520
Continental,225/45R17,Used,Camp,18.512231,73.88601,90680,16-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,7000,2,DOTIJKL34562719
Continental,225/45R17,Used,Shivane,18.5759,73.8931,61057,5/6/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/7,54000,8,DOTEFGH90124822
Goodyear,225/45R17,Scrap,Kharadi,18.550985,73.934982,26969,24-11-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,65000,6,DOTWXYZ56780124
Bridgestone,235/45R17,Scrap,Camp,18.512231,73.88601,76326,22-10-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,60000,10,DOTMNOP78901520
Goodyear,235/45R17,Used,Vishrantwadi,18.57856,73.87741,40853,17-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,7000,2,DOTEFGH90124822
Pirelli,205/55R16,Used,Camp,18.512231,73.88601,83348,18-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,21500,2,DOTWXYZ56780124
Continental,225/50R17,Used,Kalyani Nagar,18.5481,73.9033,30274,4/10/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,60000,9,DOTABCD12343523
Michelin,235/45R17,Scrap,Camp,18.512231,73.88601,92634,10/12/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,69000,6,DOTIJKL34562719
Goodyear,215/60R16,Used,Kharadi,18.550985,73.934982,40770,1/4/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,60000,7,DOTEFGH90124822
Bridgestone,225/45R17,Used,Magarpatta City,18.515806,73.927164,91803,17-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,51000,7,DOTEFGH90124822
Pirelli,225/45R17,Used,Vishrantwadi,18.57856,73.87741,7338,24-09-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,69000,3,DOTMNOP78901520
Continental,235/45R17,Scrap,Kothrud,18.50625,73.81486,74295,23-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,51000,7,DOTABCD12343523
Bridgestone,235/45R17,Used,Hadapsar,18.496668,73.941666,59473,8/6/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/7,21500,6,DOTWXYZ56780124
Bridgestone,235/45R17,Used,Hadapsar,18.496668,73.941666,76609,11/11/2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,54000,11,DOTABCD12343523
Michelin,215/60R16,Used,Magarpatta City,18.515806,73.927164,74715,15-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,69000,6,DOTWXYZ56780124
Continental,215/60R16,Scrap,Koregaon Park,18.536207,73.893974,71898,17-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,24000,2,DOTIJKL34562719
Continental,215/60R16,Scrap,Shivane,18.5759,73.8931,84596,16-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,60000,5,DOTIJKL34562719
Bridgestone,225/45R17,Scrap,Bavdhan,18.54085,73.76065,14607,3/11/2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,60000,5,DOTEFGH90124822
Continental,225/50R17,Scrap,Hinjewadi,18.593617,73.730133,69131,13-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,51000,3,DOTWXYZ56780124
Continental,225/45R17,Used,Kharadi,18.550985,73.934982,34613,16-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/8,21500,7,DOTIJKL34562719
Michelin,205/55R16,Used,Kothrud,18.50625,73.81486,62499,24-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/7,60000,6,DOTEFGH90124822
Goodyear,205/55R16,Scrap,Hinjewadi,18.593617,73.730133,30524,28-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,65000,10,DOTMNOP78901520
Michelin,235/45R17,Scrap,Hadapsar,18.496668,73.941666,6733,10/2/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,16500,10,DOTABCD12343523
Pirelli,205/55R16,Scrap,Vishrantwadi,18.57856,73.87741,89779,6/12/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/7,83000,10,DOTMNOP78901520
Continental,225/45R17,Used,Hinjewadi,18.593617,73.730133,28702,2/9/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,16500,11,DOTEFGH90124822
Goodyear,235/45R17,Scrap,Camp,18.512231,73.88601,66938,8/11/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,65000,1,DOTMNOP78901520
Bridgestone,215/60R16,Scrap,Shivane,18.5759,73.8931,41793,26-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/8,54000,3,DOTIJKL34562719
Pirelli,225/50R17,Used,Aundh,18.562622,73.808723,63523,21-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,65000,10,DOTABCD12343523
Continental,235/45R17,Used,Kothrud,18.50625,73.81486,71866,4/9/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,54000,5,DOTABCD12343523
Bridgestone,225/45R17,Scrap,Shivane,18.5759,73.8931,91323,28-10-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,16500,10,DOTWXYZ56780124
Continental,225/50R17,Scrap,Deccan,17,77,74086,19-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,21500,12,DOTIJKL34562719
Goodyear,225/45R17,Used,Camp,18.512231,73.88601,76201,10/1/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,7000,1,DOTIJKL34562719
Michelin,235/45R17,Used,Shivajinagar,20.11784,79.029121,75897,20-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,83000,6,DOTMNOP78901520
Continental,205/55R16,Used,Magarpatta City,18.515806,73.927164,4198,3/10/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,65000,2,DOTWXYZ56780124
Continental,215/60R16,Used,Shivane,18.5759,73.8931,58782,7/10/2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,83000,8,DOTMNOP78901520
Continental,225/50R17,Scrap,Deccan,17,77,71088,25-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,83000,12,DOTABCD12343523
Goodyear,235/45R17,Scrap,Vishrantwadi,18.57856,73.87741,39266,26-06-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,24000,4,DOTEFGH90124822
Goodyear,215/60R16,Used,Camp,18.512231,73.88601,34602,6/9/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/7,7000,9,DOTMNOP78901520
Pirelli,225/45R17,Scrap,Shivane,18.5759,73.8931,31384,17-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,21500,6,DOTMNOP78901520
Bridgestone,225/50R17,Used,Magarpatta City,18.515806,73.927164,81861,15-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,24000,8,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Shivane,18.5759,73.8931,33554,22-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,69000,6,DOTABCD12343523
Michelin,215/60R16,Scrap,Camp,18.512231,73.88601,35455,19-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,21500,4,DOTIJKL34562719
Continental,215/60R16,Used,Magarpatta City,18.515806,73.927164,82569,6/10/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,65000,5,DOTWXYZ56780124
Michelin,215/60R16,Scrap,Kalyani Nagar,18.5481,73.9033,83743,20-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,16500,9,DOTIJKL34562719
Goodyear,205/55R16,Scrap,Magarpatta City,18.515806,73.927164,46346,25-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,69000,3,DOTABCD12343523
Continental,235/45R17,Used,Aundh,18.562622,73.808723,22850,10/12/2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,83000,2,DOTIJKL34562719
Continental,225/50R17,Used,Deccan,17,77,49369,11/11/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/7,69000,5,DOTIJKL34562719
Goodyear,205/55R16,Scrap,Magarpatta City,18.515806,73.927164,10384,10/2/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,54000,12,DOTMNOP78901520
Pirelli,235/45R17,Scrap,Deccan,17,77,63261,1/5/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,21500,2,DOTABCD12343523
Michelin,235/45R17,Scrap,Shivajinagar,20.11784,79.029121,87869,14-03-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,65000,5,DOTIJKL34562719
Michelin,215/60R16,Scrap,Aundh,18.562622,73.808723,62661,7/11/2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,7000,2,DOTWXYZ56780124
Michelin,235/45R17,Scrap,Camp,18.512231,73.88601,8988,25-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,65000,11,DOTIJKL34562719
Bridgestone,205/55R16,Used,Kharadi,18.550985,73.934982,2332,23-12-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,69000,10,DOTABCD12343523
Goodyear,225/50R17,Used,Camp,18.512231,73.88601,24849,6/9/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,60000,7,DOTMNOP78901520
Bridgestone,205/55R16,Scrap,Kothrud,18.50625,73.81486,94710,14-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,69000,10,DOTMNOP78901520
Continental,205/55R16,Used,Deccan,17,77,45016,16-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,24000,2,DOTABCD12343523
Continental,215/60R16,Scrap,Shivajinagar,20.11784,79.029121,62403,12/3/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,7000,1,DOTIJKL34562719
Bridgestone,225/50R17,Scrap,Shivane,18.5759,73.8931,27388,13-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,60000,2,DOTEFGH90124822
Bridgestone,225/50R17,Scrap,Hadapsar,18.496668,73.941666,87705,3/6/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,83000,4,DOTABCD12343523
Continental,225/50R17,Scrap,Kothrud,18.50625,73.81486,75242,10/8/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,21500,5,DOTIJKL34562719
Goodyear,225/50R17,Used,Hadapsar,18.496668,73.941666,24360,14-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,54000,2,DOTABCD12343523
Goodyear,215/60R16,Scrap,Hadapsar,18.496668,73.941666,53623,30-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,69000,1,DOTABCD12343523
Pirelli,235/45R17,Scrap,Hinjewadi,18.593617,73.730133,60145,29-07-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,69000,6,DOTMNOP78901520
Michelin,225/50R17,Used,Kharadi,18.550985,73.934982,34346,22-01-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,24000,6,DOTABCD12343523
Bridgestone,215/60R16,Used,Koregaon Park,18.536207,73.893974,24508,21-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/6,16500,1,DOTEFGH90124822
Continental,235/45R17,Used,Kalyani Nagar,18.5481,73.9033,58960,6/2/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,83000,11,DOTEFGH90124822
Pirelli,225/50R17,Scrap,Magarpatta City,18.515806,73.927164,95440,21-04-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,69000,11,DOTIJKL34562719
Goodyear,225/50R17,Used,Hinjewadi,18.593617,73.730133,73979,2/7/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/6,60000,3,DOTEFGH90124822
Michelin,225/50R17,Scrap,Hadapsar,18.496668,73.941666,67696,20-06-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/7,60000,2,DOTIJKL34562719
Pirelli,225/50R17,Used,Kharadi,18.550985,73.934982,58198,5/9/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,65000,6,DOTABCD12343523
Bridgestone,215/60R16,Scrap,Kothrud,18.50625,73.81486,58438,3/4/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,21500,1,DOTIJKL34562719
Bridgestone,235/45R17,Used,Hinjewadi,18.593617,73.730133,83813,22-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,54000,10,DOTABCD12343523
Pirelli,225/50R17,Used,Aundh,18.562622,73.808723,49108,30-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,60000,2,DOTABCD12343523
Pirelli,225/50R17,Scrap,Camp,18.512231,73.88601,36769,22-09-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,65000,12,DOTWXYZ56780124
Bridgestone,215/60R16,Scrap,Vishrantwadi,18.57856,73.87741,92858,9/1/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,60000,9,DOTMNOP78901520
Continental,235/45R17,Scrap,Koregaon Park,18.536207,73.893974,99689,19-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,51000,3,DOTMNOP78901520
Goodyear,215/60R16,Scrap,Koregaon Park,18.536207,73.893974,75919,20-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,60000,1,DOTEFGH90124822
Goodyear,215/60R16,Used,Camp,18.512231,73.88601,39843,24-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,21500,4,DOTABCD12343523
Bridgestone,225/50R17,Used,Kothrud,18.50625,73.81486,50112,2/4/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,16500,2,DOTEFGH90124822
Continental,225/45R17,Scrap,Bavdhan,18.54085,73.76065,91231,30-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,54000,2,DOTIJKL34562719
Michelin,225/45R17,Used,Shivajinagar,20.11784,79.029121,78206,15-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,4000,3,DOTABCD12343523
Continental,235/45R17,Scrap,Kalyani Nagar,18.5481,73.9033,64911,6/3/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,7000,2,DOTWXYZ56780124
Pirelli,215/60R16,Used,Kalyani Nagar,18.5481,73.9033,23471,20-04-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,16500,9,DOTEFGH90124822
Bridgestone,225/50R17,Scrap,Hinjewadi,18.593617,73.730133,43765,16-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,21500,3,DOTABCD12343523
Goodyear,215/60R16,Used,Vishrantwadi,18.57856,73.87741,30298,26-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,16500,12,DOTEFGH90124822
Michelin,225/50R17,Used,Kothrud,18.50625,73.81486,73688,11/7/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/6,51000,7,DOTIJKL34562719
Goodyear,215/60R16,Used,Kalyani Nagar,18.5481,73.9033,50775,31-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,83000,7,DOTEFGH90124822
Continental,225/45R17,Scrap,Shivajinagar,20.11784,79.029121,42638,26-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,83000,2,DOTEFGH90124822
Bridgestone,225/45R17,Used,Aundh,18.562622,73.808723,72353,17-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,51000,9,DOTMNOP78901520
Goodyear,225/45R17,Used,Shivane,18.5759,73.8931,23044,27-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,65000,4,DOTIJKL34562719
Continental,225/45R17,Used,Vishrantwadi,18.57856,73.87741,66616,12/1/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,60000,8,DOTEFGH90124822
Goodyear,225/45R17,Scrap,Deccan,17,77,78771,23-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,65000,5,DOTIJKL34562719
Goodyear,205/55R16,Used,Vishrantwadi,18.57856,73.87741,18113,17-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,65000,3,DOTEFGH90124822
Bridgestone,225/45R17,Used,Camp,18.512231,73.88601,70528,13-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,69000,12,DOTWXYZ56780124
Michelin,205/55R16,Used,Bavdhan,18.54085,73.76065,80743,28-12-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,69000,4,DOTWXYZ56780124
Continental,225/50R17,Scrap,Aundh,18.562622,73.808723,93607,2/3/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,4000,8,DOTABCD12343523
Continental,215/60R16,Used,Shivane,18.5759,73.8931,60857,7/11/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,51000,9,DOTWXYZ56780124
Pirelli,235/45R17,Scrap,Koregaon Park,18.536207,73.893974,14151,26-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,60000,4,DOTIJKL34562719
Continental,225/50R17,Scrap,Hadapsar,18.496668,73.941666,3419,9/5/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,4000,6,DOTIJKL34562719
Michelin,235/45R17,Scrap,Camp,18.512231,73.88601,49864,24-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,24000,4,DOTIJKL34562719
Bridgestone,235/45R17,Used,Kothrud,18.50625,73.81486,13067,9/7/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,16500,2,DOTABCD12343523
Continental,205/55R16,Scrap,Bavdhan,18.54085,73.76065,19504,12/4/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,7000,12,DOTIJKL34562719
Continental,205/55R16,Scrap,Kothrud,18.50625,73.81486,84575,13-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,24000,10,DOTIJKL34562719
Goodyear,225/50R17,Scrap,Kharadi,18.550985,73.934982,7253,26-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,83000,2,DOTWXYZ56780124
Pirelli,225/45R17,Used,Koregaon Park,18.536207,73.893974,80358,8/4/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,60000,2,DOTIJKL34562719
Bridgestone,205/55R16,Used,Kharadi,18.550985,73.934982,75742,5/4/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,60000,9,DOTWXYZ56780124
Bridgestone,225/45R17,Scrap,Deccan,17,77,69991,7/12/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,7000,9,DOTWXYZ56780124
Goodyear,235/45R17,Scrap,Kothrud,18.50625,73.81486,62639,26-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,24000,9,DOTABCD12343523
Continental,225/45R17,Used,Vishrantwadi,18.57856,73.87741,51194,19-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,7000,3,DOTWXYZ56780124
Bridgestone,205/55R16,Used,Deccan,17,77,18125,7/3/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,60000,8,DOTABCD12343523
Michelin,235/45R17,Used,Kalyani Nagar,18.5481,73.9033,48955,25-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,54000,7,DOTIJKL34562719
Michelin,205/55R16,Scrap,Magarpatta City,18.515806,73.927164,54434,26-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/8,4000,7,DOTABCD12343523
Goodyear,205/55R16,Used,Vishrantwadi,18.57856,73.87741,4386,24-11-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/7,16500,2,DOTEFGH90124822
Goodyear,235/45R17,Scrap,Kharadi,18.550985,73.934982,72589,16-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,21500,9,DOTWXYZ56780124
Michelin,205/55R16,Used,Kalyani Nagar,18.5481,73.9033,79660,25-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,69000,7,DOTWXYZ56780124
Pirelli,205/55R16,Scrap,Bavdhan,18.54085,73.76065,96845,29-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,24000,2,DOTIJKL34562719
Continental,225/45R17,Scrap,Aundh,18.562622,73.808723,19604,16-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,54000,1,DOTABCD12343523
Bridgestone,235/45R17,Scrap,Hadapsar,18.496668,73.941666,90652,13-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/7,54000,2,DOTWXYZ56780124
Goodyear,205/55R16,Used,Shivane,18.5759,73.8931,34985,14-07-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,21500,4,DOTEFGH90124822
Bridgestone,235/45R17,Scrap,Magarpatta City,18.515806,73.927164,28615,25-10-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,83000,3,DOTIJKL34562719
Pirelli,205/55R16,Scrap,Bavdhan,18.54085,73.76065,20700,4/2/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/7,4000,7,DOTEFGH90124822
Goodyear,225/50R17,Scrap,Vishrantwadi,18.57856,73.87741,39756,15-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,83000,8,DOTWXYZ56780124
Pirelli,205/55R16,Used,Magarpatta City,18.515806,73.927164,17618,21-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,69000,7,DOTWXYZ56780124
Michelin,235/45R17,Scrap,Camp,18.512231,73.88601,5928,5/3/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,69000,5,DOTMNOP78901520
Bridgestone,225/45R17,Scrap,Bavdhan,18.54085,73.76065,92811,21-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,7000,10,DOTMNOP78901520
Michelin,205/55R16,Scrap,Kothrud,18.50625,73.81486,45861,12/4/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,24000,7,DOTMNOP78901520
Goodyear,215/60R16,Used,Bavdhan,18.54085,73.76065,74326,19-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,16500,1,DOTWXYZ56780124
Michelin,205/55R16,Scrap,Hinjewadi,18.593617,73.730133,10144,14-12-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,21500,12,DOTABCD12343523
Goodyear,225/45R17,Scrap,Koregaon Park,18.536207,73.893974,32322,2/11/2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,60000,2,DOTWXYZ56780124
Goodyear,225/45R17,Used,Vishrantwadi,18.57856,73.87741,56899,4/12/2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,69000,1,DOTABCD12343523
Goodyear,225/50R17,Used,Bavdhan,18.54085,73.76065,9857,14-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,69000,1,DOTMNOP78901520
Pirelli,215/60R16,Used,Hadapsar,18.496668,73.941666,56294,30-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,83000,1,DOTMNOP78901520
Pirelli,215/60R16,Used,Camp,18.512231,73.88601,75557,15-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,60000,2,DOTIJKL34562719
Goodyear,205/55R16,Scrap,Hinjewadi,18.593617,73.730133,25776,11/6/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,51000,12,DOTWXYZ56780124
