S.No,Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
1347,Bridgestone,225/45R17,Used,Magarpatta City,-21.356221,50.614057,60929,30-09-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,54000,6,DOTWXYZ56780124
1348,Goodyear,205/55R16,Used,Kharadi,-19.0216775,113.132346,89467,07-02-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,69000,2,DOTIJKL34562719
1349,Pirelli,225/45R17,Scrap,Shivane,11.5999875,-130.468638,38718,25-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,60000,4,DOTMNOP78901520
1350,Pirelli,235/45R17,Scrap,Magarpatta City,-20.907873,-93.645913,74586,29-06-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,54000,6,DOTWXYZ56780124
1351,Continental,225/50R17,Used,Camp,55.9615855,-97.269899,79790,16-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,54000,2,DOTIJKL34562719
1352,Michelin,225/45R17,Scrap,Hinjewadi,-81.54759,4.765667,92210,03-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,54000,9,DOTEFGH90124822
1353,Goodyear,235/45R17,Scrap,Aundh,-49.121972,107.28813,59370,13-04-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/7,16500,11,DOTABCD12343523
1354,Pirelli,205/55R16,Scrap,Shivane,-68.891713,92.43804,546,03-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,69000,12,DOTWXYZ56780124
1355,Michelin,205/55R16,Used,Shivane,10.415418,-147.918016,69082,16-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,83000,7,DOTMNOP78901520
1356,Goodyear,215/60R16,Used,Kharadi,55.444978,167.457577,39775,30-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,51000,12,DOTABCD12343523
1357,Goodyear,205/55R16,Scrap,Hinjewadi,30.035597,-133.046315,8644,17-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,24000,3,DOTWXYZ56780124
1358,Michelin,205/55R16,Used,Hadapsar,-53.1638095,-62.690711,49430,27-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,60000,6,DOTMNOP78901520
1359,Bridgestone,205/55R16,Scrap,Bavdhan,-55.6344165,154.48353,72194,24-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,51000,5,DOTMNOP78901520
1360,Continental,205/55R16,Scrap,Aundh,-32.334012,68.983795,31311,12-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,83000,11,DOTIJKL34562719
1361,Pirelli,225/45R17,Scrap,Koregaon Park,20.1281755,-128.935198,74766,12-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,65000,5,DOTWXYZ56780124
1362,Bridgestone,215/60R16,Scrap,Hinjewadi,-3.755019,-21.260154,48491,24-10-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,4000,6,DOTWXYZ56780124
1363,Goodyear,215/60R16,Scrap,Koregaon Park,18.032097,-62.793677,81630,21-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,54000,1,DOTWXYZ56780124
1364,Pirelli,215/60R16,Scrap,Magarpatta City,-71.531045,-58.179856,24998,04-05-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,54000,5,DOTABCD12343523
1365,Michelin,205/55R16,Used,Shivane,-30.3438815,-56.211037,18890,17-09-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,69000,8,DOTABCD12343523
1366,Pirelli,225/50R17,Scrap,Deccan,37.8003795,88.404529,1028,02-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,7000,12,DOTIJKL34562719
1367,Bridgestone,235/45R17,Scrap,Kalyani Nagar,-12.6908455,177.435624,48119,22-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,60000,6,DOTIJKL34562719
1368,Continental,225/50R17,Used,Magarpatta City,-2.541604,-18.32359,84072,26-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,4000,1,DOTWXYZ56780124
1369,Pirelli,215/60R16,Scrap,Hadapsar,-8.4386105,-83.416161,41166,23-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,54000,12,DOTWXYZ56780124
1370,Bridgestone,215/60R16,Used,Camp,-29.1181215,-116.62516,8508,15-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/7,16500,3,DOTIJKL34562719
1371,Continental,235/45R17,Used,Magarpatta City,12.149485,154.036318,84271,14-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,4000,1,DOTABCD12343523
1372,Goodyear,235/45R17,Used,Magarpatta City,15.476492,85.866466,66995,11-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,16500,4,DOTEFGH90124822
1373,Michelin,215/60R16,Used,Kharadi,43.8839285,146.098146,72037,28-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,21500,1,DOTEFGH90124822
1374,Bridgestone,215/60R16,Scrap,Kharadi,-80.434258,-141.870385,38063,03-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,65000,6,DOTIJKL34562719
1375,Goodyear,205/55R16,Used,Koregaon Park,-24.258439,177.114076,60312,20-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,69000,1,DOTIJKL34562719
1376,Pirelli,225/45R17,Used,Shivajinagar,4.602775,-75.708578,10954,01-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,21500,1,DOTMNOP78901520
1377,Michelin,205/55R16,Used,Hinjewadi,9.0244945,90.606798,67291,25-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,7000,2,DOTWXYZ56780124
1378,Pirelli,215/60R16,Used,Shivajinagar,15.8778585,143.195659,39694,13-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,65000,6,DOTEFGH90124822
1379,Michelin,225/50R17,Used,Shivane,-46.9268995,63.679234,55499,17-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,69000,1,DOTEFGH90124822
1380,Bridgestone,205/55R16,Scrap,Aundh,37.303987,-176.540218,8620,03-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,4000,1,DOTABCD12343523
1381,Pirelli,205/55R16,Scrap,Bavdhan,-58.745652,-52.454961,74418,27-02-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,54000,9,DOTEFGH90124822
1382,Michelin,225/45R17,Used,Hadapsar,37.681182,16.745897,65785,06-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,54000,1,DOTABCD12343523
1383,Michelin,225/45R17,Used,Koregaon Park,-50.638753,12.6206,51110,01-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,51000,12,DOTWXYZ56780124
1384,Bridgestone,205/55R16,Scrap,Kalyani Nagar,11.004555,-104.461881,96869,29-09-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,60000,2,DOTEFGH90124822
1385,Michelin,235/45R17,Scrap,Aundh,49.5775615,-92.837629,25735,31-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,54000,8,DOTMNOP78901520
1386,Bridgestone,215/60R16,Scrap,Camp,14.1416075,-69.22703,42510,11-08-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,4000,2,DOTWXYZ56780124
1387,Bridgestone,225/45R17,Scrap,Kalyani Nagar,-54.735693,99.337559,48429,09-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,83000,10,DOTABCD12343523
1388,Michelin,225/45R17,Scrap,Bavdhan,-45.082553,39.424345,16335,05-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,24000,6,DOTWXYZ56780124
1389,Bridgestone,205/55R16,Scrap,Kharadi,72.0895565,53.361636,27233,31-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,60000,1,DOTMNOP78901520
1390,Michelin,225/45R17,Used,Deccan,-76.786466,97.372917,70148,19-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,69000,1,DOTIJKL34562719
1391,Continental,205/55R16,Used,Kharadi,-38.5142355,49.864499,18988,18-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,24000,2,DOTMNOP78901520
1392,Pirelli,235/45R17,Used,Aundh,-55.257116,45.540891,41167,31-10-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,65000,2,DOTIJKL34562719
1393,Michelin,235/45R17,Scrap,Kothrud,-75.215411,-134.63582,75757,25-12-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,21500,9,DOTMNOP78901520
1394,Michelin,215/60R16,Used,Hinjewadi,-71.0557445,-178.915536,57101,07-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,60000,2,DOTMNOP78901520
1395,Bridgestone,215/60R16,Used,Shivane,87.746249,-110.475457,86655,31-10-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,65000,9,DOTIJKL34562719
1396,Continental,205/55R16,Used,Bavdhan,25.308225,-78.054999,92001,15-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,51000,7,DOTMNOP78901520
1397,Goodyear,215/60R16,Scrap,Camp,26.616915,-5.886594,27103,03-05-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,4000,8,DOTABCD12343523
1398,Michelin,225/45R17,Scrap,Koregaon Park,-39.3248955,-15.042187,9006,26-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,83000,11,DOTABCD12343523
1399,Bridgestone,205/55R16,Used,Camp,-35.3488055,172.419457,33891,03-02-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,54000,8,DOTIJKL34562719
1400,Goodyear,235/45R17,Used,Kharadi,53.497295,11.688316,60496,24-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,24000,12,DOTMNOP78901520
1401,Continental,225/50R17,Used,Vishrantwadi,-41.5500895,-148.999617,89715,15-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,51000,2,DOTABCD12343523
1402,Continental,205/55R16,Scrap,Koregaon Park,-64.088962,-1.824266,72006,04-12-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,54000,2,DOTEFGH90124822
1403,Michelin,215/60R16,Scrap,Bavdhan,26.647808,-37.309368,70294,13-07-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,24000,10,DOTIJKL34562719
1404,Michelin,235/45R17,Scrap,Bavdhan,55.204028,-153.849904,97574,06-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,60000,11,DOTEFGH90124822
1405,Bridgestone,225/50R17,Used,Magarpatta City,-43.1059535,143.007052,21012,27-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,21500,5,DOTWXYZ56780124
1406,Pirelli,215/60R16,Scrap,Bavdhan,-72.4585975,14.400081,56676,16-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,60000,12,DOTABCD12343523
1407,Goodyear,235/45R17,Used,Deccan,86.287213,-156.85838,38210,09-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,54000,6,DOTMNOP78901520
1408,Goodyear,215/60R16,Used,Aundh,-83.7642135,-92.109246,39966,15-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,16500,12,DOTABCD12343523
1409,Continental,225/50R17,Used,Kharadi,-44.3261135,-19.727259,44354,10-09-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,4000,7,DOTMNOP78901520
1410,Pirelli,225/45R17,Scrap,Kharadi,-74.535284,-118.985132,78569,12-06-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,69000,8,DOTWXYZ56780124
1411,Goodyear,225/50R17,Used,Hadapsar,17.60545,151.071987,84413,15-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,83000,8,DOTABCD12343523
1412,Bridgestone,215/60R16,Used,Kothrud,55.549069,110.732606,44264,11-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,24000,12,DOTMNOP78901520
1413,Michelin,225/50R17,Used,Kothrud,-87.019474,65.123109,72747,01-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,7000,12,DOTIJKL34562719
1414,Continental,205/55R16,Used,Deccan,78.363683,-53.63168,22696,30-06-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,24000,10,DOTABCD12343523
1415,Goodyear,235/45R17,Used,Camp,-40.336025,-89.678388,48146,31-05-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,51000,7,DOTEFGH90124822
1416,Bridgestone,215/60R16,Scrap,Hadapsar,-74.8953715,172.897943,70674,13-10-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,21500,8,DOTMNOP78901520
1417,Michelin,235/45R17,Used,Hadapsar,-66.205925,11.580535,65274,28-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,65000,9,DOTMNOP78901520
1418,Continental,225/50R17,Used,Kharadi,70.78759,-111.307943,28189,09-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,7000,11,DOTABCD12343523
1419,Michelin,235/45R17,Scrap,Kothrud,-33.989892,-88.768676,90065,21-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,83000,5,DOTMNOP78901520
1420,Goodyear,215/60R16,Scrap,Aundh,32.1169685,-11.042582,58802,08-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,21500,5,DOTABCD12343523
1421,Michelin,205/55R16,Scrap,Kharadi,82.3077755,145.204634,60754,04-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,83000,5,DOTMNOP78901520
1422,Pirelli,225/50R17,Scrap,Kharadi,-82.426708,-166.374083,94680,05-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/8,4000,6,DOTMNOP78901520
1423,Bridgestone,205/55R16,Scrap,Magarpatta City,-37.4769955,108.498064,3053,11-09-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,51000,3,DOTMNOP78901520
1424,Pirelli,215/60R16,Used,Koregaon Park,5.5991445,90.155994,13462,13-11-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/8,54000,7,DOTEFGH90124822
1425,Continental,225/45R17,Scrap,Aundh,-31.71085,-2.055425,61000,25-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,7000,10,DOTEFGH90124822
1426,Michelin,215/60R16,Scrap,Shivane,-76.497593,-119.797843,11367,21-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,83000,7,DOTWXYZ56780124
1427,Bridgestone,215/60R16,Scrap,Hinjewadi,49.309239,-72.364677,89613,01-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,54000,7,DOTMNOP78901520
1428,Bridgestone,225/50R17,Used,Hinjewadi,21.554846,-3.208068,52136,24-08-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,51000,7,DOTIJKL34562719
1429,Pirelli,225/50R17,Scrap,Hinjewadi,70.0481975,-122.050862,57991,25-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,69000,3,DOTWXYZ56780124
1430,Bridgestone,225/50R17,Used,Hinjewadi,69.6258415,17.889867,92802,15-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,83000,1,DOTEFGH90124822
1431,Michelin,235/45R17,Used,Koregaon Park,65.0430435,-51.236498,51071,13-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,21500,3,DOTABCD12343523
1432,Michelin,225/50R17,Scrap,Deccan,-88.946267,-53.972931,89831,24-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,24000,5,DOTIJKL34562719
1433,Pirelli,205/55R16,Scrap,Kharadi,-32.356584,-29.763407,48747,22-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,24000,12,DOTABCD12343523
1434,Continental,225/45R17,Scrap,Camp,-20.1606985,37.624197,1263,12-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,51000,10,DOTIJKL34562719
1435,Michelin,205/55R16,Used,Shivajinagar,26.131284,50.737602,96971,27-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/7,21500,11,DOTIJKL34562719
1436,Michelin,215/60R16,Scrap,Hinjewadi,68.7540555,147.011141,78131,14-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,4000,7,DOTIJKL34562719
1437,Bridgestone,215/60R16,Used,Kothrud,-17.613343,-73.794345,4493,07-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,24000,3,DOTIJKL34562719
1438,Pirelli,225/50R17,Scrap,Bavdhan,-52.793727,163.671701,22493,18-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,83000,8,DOTWXYZ56780124
1439,Pirelli,225/50R17,Scrap,Magarpatta City,-38.2854365,-150.44625,84425,21-02-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,51000,5,DOTABCD12343523
1440,Bridgestone,235/45R17,Scrap,Shivajinagar,-26.26703,61.866946,5754,01-06-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,24000,9,DOTWXYZ56780124
1441,Michelin,225/50R17,Scrap,Shivajinagar,-30.0207095,-63.40514,85242,02-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,51000,9,DOTEFGH90124822
1442,Goodyear,205/55R16,Scrap,Shivane,29.802507,-81.220548,97926,31-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,24000,7,DOTABCD12343523
1443,Michelin,235/45R17,Used,Koregaon Park,-64.9188205,43.783874,32418,16-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/7,60000,8,DOTMNOP78901520
1444,Pirelli,225/50R17,Used,Vishrantwadi,-74.2667085,148.530005,77287,07-02-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,60000,5,DOTIJKL34562719
1445,Bridgestone,235/45R17,Scrap,Aundh,65.342063,-3.721074,46925,23-06-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/7,7000,3,DOTABCD12343523
1446,Continental,215/60R16,Scrap,Magarpatta City,21.4071565,-79.405068,92466,29-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,16500,1,DOTMNOP78901520
1447,Michelin,205/55R16,Used,Kharadi,86.579278,-88.895091,22087,01-09-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,4000,6,DOTWXYZ56780124
1448,Continental,225/50R17,Scrap,Hadapsar,66.9578235,139.155753,57011,29-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,60000,9,DOTMNOP78901520
1449,Pirelli,225/50R17,Scrap,Kalyani Nagar,81.968628,-158.746048,98103,29-12-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,54000,6,DOTIJKL34562719
1450,Continental,205/55R16,Used,Aundh,-73.112321,-144.918335,43677,03-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,54000,12,DOTIJKL34562719
1451,Goodyear,205/55R16,Scrap,Magarpatta City,3.7477365,-133.850903,82504,28-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,83000,9,DOTABCD12343523
1452,Goodyear,225/45R17,Scrap,Hinjewadi,81.669766,105.059897,18369,24-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/6,60000,11,DOTWXYZ56780124
1453,Continental,215/60R16,Scrap,Kalyani Nagar,57.881976,-41.335961,41658,08-11-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,83000,8,DOTIJKL34562719
1454,Michelin,225/50R17,Used,Deccan,21.4236585,-8.64294,77537,28-04-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,24000,8,DOTWXYZ56780124
1455,Goodyear,225/50R17,Used,Shivane,-46.522896,-109.92333,92436,03-06-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,16500,10,DOTIJKL34562719
1456,Continental,225/50R17,Scrap,Shivajinagar,66.33833,46.984126,4577,27-09-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,60000,9,DOTIJKL34562719
1457,Goodyear,225/50R17,Scrap,Deccan,75.702519,17.324369,70010,10-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,4000,12,DOTIJKL34562719
1458,Goodyear,225/50R17,Used,Shivane,16.527644,143.738905,10154,26-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,51000,11,DOTABCD12343523
1459,Bridgestone,235/45R17,Used,Shivajinagar,3.4489845,171.47071,22916,02-06-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,24000,6,DOTMNOP78901520
1460,Michelin,215/60R16,Scrap,Hadapsar,48.4125175,114.786552,93813,08-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,51000,5,DOTIJKL34562719
1461,Pirelli,205/55R16,Used,Koregaon Park,-27.670599,-140.104836,82533,17-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,4000,8,DOTIJKL34562719
1462,Bridgestone,235/45R17,Scrap,Bavdhan,74.049033,-47.033321,53720,04-04-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/6,24000,4,DOTABCD12343523
1463,Pirelli,215/60R16,Used,Shivane,-25.205242,-129.121553,2447,18-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,65000,7,DOTIJKL34562719
1464,Pirelli,235/45R17,Used,Shivane,74.3917575,-56.514272,33813,24-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,4000,11,DOTEFGH90124822
1465,Michelin,225/45R17,Scrap,Kharadi,3.0222975,-46.543712,95448,20-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,54000,8,DOTEFGH90124822
1466,Pirelli,205/55R16,Used,Hinjewadi,-61.781534,-101.318609,36387,16-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,24000,11,DOTWXYZ56780124
1467,Michelin,225/45R17,Scrap,Vishrantwadi,-22.274707,74.680202,45783,23-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,83000,1,DOTWXYZ56780124
1468,Goodyear,225/50R17,Scrap,Shivajinagar,-20.9840675,87.86347,10176,10-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,83000,11,DOTWXYZ56780124
1469,Continental,225/45R17,Used,Hinjewadi,-19.602393,35.25437,65692,26-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,16500,6,DOTEFGH90124822
1470,Michelin,215/60R16,Used,Aundh,-55.2420405,34.268896,1830,06-02-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,7000,11,DOTIJKL34562719
1471,Goodyear,225/45R17,Scrap,Kothrud,21.2430445,-143.240152,56849,18-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,24000,12,DOTIJKL34562719
1472,Continental,205/55R16,Scrap,Deccan,9.210186,46.611331,68787,21-04-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,83000,5,DOTWXYZ56780124
1473,Bridgestone,225/50R17,Scrap,Hadapsar,62.8685525,77.874693,44349,10-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,83000,10,DOTWXYZ56780124
1474,Pirelli,235/45R17,Scrap,Deccan,29.5567955,129.933737,63834,04-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,83000,1,DOTEFGH90124822
1475,Michelin,205/55R16,Scrap,Magarpatta City,-30.7789345,-50.135308,77777,11-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,60000,9,DOTWXYZ56780124
1476,Bridgestone,225/50R17,Used,Kharadi,49.2410965,-105.581955,96520,01-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,21500,3,DOTIJKL34562719
1477,Michelin,225/45R17,Used,Hinjewadi,14.3287325,61.921503,69425,24-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,21500,6,DOTIJKL34562719
1478,Michelin,225/50R17,Used,Kharadi,-3.335362,37.110422,75290,21-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,16500,7,DOTMNOP78901520
1479,Continental,215/60R16,Scrap,Hadapsar,-74.675378,-32.658406,48129,30-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,21500,6,DOTEFGH90124822
1480,Michelin,225/45R17,Scrap,Shivajinagar,-2.564675,137.890066,10713,01-02-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,51000,5,DOTMNOP78901520
1481,Continental,235/45R17,Scrap,Deccan,16.89686,-13.08169,14882,08-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,24000,3,DOTIJKL34562719
1482,Michelin,225/50R17,Scrap,Bavdhan,28.7349265,-66.865957,68628,31-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,24000,11,DOTMNOP78901520
